"ID","Pays","Region","Departement","Commune","Site","Categorie","Groupe","Type","Variante","Contexte","Periode","Phase","Etape","Indice_confiance","Typo_techno","Emmanchement","Canal_pommeau","Construction_pommeau","Description","Longueur","Conservation","Inventaire","Bibliographie","Commentaires","X","Y"
3066,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique",NA,"Mörigen","Variante I","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",4,"EPP2","Sur-coulée",0,"Coulé","Surface totalement grêlée, probablement due à l'usage de la sur-coulée et au refroidissement trop rapide du métal, d'où la présence de creux formés par le gaz pris au piège.",60.7,"RGZM Mainz","O.17942","Sprockhoff 1934 n°107 p. 128 ; Drescher 1958 p. 79, Anm. 1 ; Driehaus 1961 Taf. 14, 1-2 ; Quillfeldt 1995 n°261 p. 234, Taf. 92, 261",NA,NA,NA
2610,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Autre","Inconnu","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","Provenance indéterminée : Transylvanie ou Penészlek, Kom. Szablocs-Szatmár. ",67.2,"Musée de Debrecen","Ba 3","Kemenczei 1991 n°524 A p. 88, Taf. 75, 524 A",NA,NA,NA
3081,NA,NA,NA,NA,"Provenance inconnue","Faux / copie","Indéterminé",NA,"Indéterminée","Inconnu",NA,NA,NA,2,NA,"Indéterminé",0,"Indéterminé","Probablement un faux (Quillfeldt 1995 p. 247).",NA,"Gräfl. Slg. Schloss Erbach",NA,"Quillfeldt 1995 n°287 p. 247, Taf. 104, 288",NA,NA,NA
2678,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Autre","Autre","Inconnu","Premier Fer",NA,NA,2,NA,"Rivets+Blocage",0,"Coulé","Poignée d'épée à antennes fixée sur une lame en fer, probablement à soie.",15,"NM Beograd","1696","Müller-Karpe 1961 Taf. 57, 6 ; Harding 1995 n°257 p. 83, Taf. 34, 257",NA,NA,NA
3318,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épée à pommeau en coupelle","Épée à pommeau en coupelle",NA,"Inconnu","Bronze final","Bronze final 3","Bronze final 3a",2,NA,"Rivets+Blocage",0,"Coulé",NA,49,"Coll. privée",NA,"Kuizenga 1984 n°7 p. 159-160, fig. 3 . 159, pl. 19, 7 et pl. 21, 7",NA,NA,NA
3305,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Högl/Liptau","Inconnu","Bronze final","Bronze final 2",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,54.2,NA,NA,"Born et Hansen 2001 n°AG 74, fig. 144 p. 192, fig. 145 p. 193, Taf. 21 p. 125 ; Novotná 2014 n°E31 p. 122",NA,NA,NA
3307,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets",NA,"Inconnu","Bronze final","Bronze final 2",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé",NA,64,NA,NA,"Born et Hansen 2001 n°AG 1010 ; Novotná 2014 n°E18 p. 222",NA,NA,NA
3349,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique",NA,"Mörigen","Variante I","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",4,"EPP2","Sur-coulée",0,"Coulé",NA,45,"Musée Bargoin, Clermont-Ferrand","57.86.1","Inédit",NA,NA,NA
2353,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épée à pommeau en coupelle","Épée à pommeau en coupelle","Autre","Inconnu","Bronze final","Bronze final 3","Bronze final 3a",2,NA,"Rivets+Blocage",0,"Coulé","Épée à pommeau en coupelle. Forme classique avec fusée bombée, dépourvue de bourrelets mais avec échine, garde campaniforme avec échancrure en fer à cheval, deux petits rivets, lame pistilliforme avec bourrelet médian qui s'estompe pour laisser place à section losangique. Il manque décor.",60.5,"NHM Wien","35013","Krämer 1985 n°108 p. 34, Taf. 18, 108",NA,NA,NA
2287,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Riegsee","Riegsee","Apparenté","Inconnu","Bronze final","Bronze final 1",NA,4,"EPC3b","Rivets+Blocage",1,"Coulé","Épée apparentée au type Riegsee, appartient selon les caractères typologiques aux plus anciens exemplaires de ce type (Quillfeldt 1995 Anm. 26 p. 107). Pommeau ovale avec bouton tronconique, sans décors. Fusée très légèrement bombée, se rétrécissant légèrement en allant vers le pommeau. La partie à la base de celui-ci est marquée par des lignes horizontales. Quelques bandes verticales de motifs de paragraphes sont visibles, mais largement effacées. La section de la fusée est losangique avec un petit bourrelet à la place de l'arête. La garde est campaniforme, avec une large échancrure en fer à cheval. La lame est droite et fragmentaire. L'extrémité a été retaillée à une période indéterminée. Elle présente un bourrelet médian bien marqué.",49.5,"NHM Wien",NA,"Ankner 1977 n°48 ; Krämer 1985 n°27 p. 18, Taf. 6, 27",NA,NA,NA
2356,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Flörsheim","Flörsheim","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Sur-coulée",0,"Coulé","Épée à antennes du type Flörsheim. Pommeau en bande aux extrémités légèrement repliées en spirales. La fusée présente un renflement ovale dans la partie inférieure avec un décor de lignes droites et de petits arcs de cercle, encadré de bourrelets avec de fines incisions obliques. La partie supérieure de la fusée est concave avec un élargissemetn vers le pommeau. La garde est en V inversé avec de petits ailerons triangulaires et une échancrure en V. Le reste de la lame présente un ricasso à crans avec un riche décor de lignes, pointillés et demi-cercles concentriques.",27.5,"NHM Wien","28128","Müller-Karpe 1961 Taf. 52, 4 ; Krämer 1985 n°112 p. 36, Taf. 19, 112",NA,NA,NA
3315,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épée à pommeau en rognon","Épée à pommeau en rognon","Demker","Inconnu","Bronze final","Bronze final 3",NA,4,"EPC1c","Blocage",0,"Coulé",NA,62.7,NA,NA,"Born et Hansen 2001 n°AG 1014, fig. 96 p. 129, fig. 150 p. 197",NA,NA,NA
2286,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Indéterminé",NA,"Indéterminée","Inconnu","Bronze moyen",NA,NA,2,NA,"Rivets",0,"Coulé","Épée à poignée métallique du Bronze moyen. Grand pommeau ovale plat avec un bouton sommital arrondi. Le plateau est orné de deux rainures en arc de cercle dont les extrémités se croisent, formant un motif d'œil. La fusée est droite, sans décors. La garde est campaniforme et présente une très grande échancrure semi-circulaire. Deux petits rivets sont présents dans la partie inférieure, et deux rivets ornementaux de forme hémisphérique se situent au-dessus de l'échancrure. Lame lame est droite, avec un renflement médian et deux filets près de la pointe.",66.5,"Museum Wien","35012","Krämer 1985 n°8 p. 12, Taf. 2, 8",NA,NA,NA
3338,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets+Blocage",0,"Coulé",NA,65.5,"RGZM Mainz","O 9214","Inédit",NA,NA,NA
2258,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée caractéristique du type Tarquinia, variante Ancona : pommeau à antennes très légèrement enroulées, épine sommitale tronquée, fusée bombée, deux groupes de quatres fins bourrelets et groupe central de deux bourrelets avec décor en arête de poisson, garde campaniforme, épaulements coudés, échancrure en demi-cercle, deux petits rivets, lame courte droite avec décor de filets.",51,"Coll. privée",NA,"Bianco Peroni 1970 n°321 p. 118, Taf. 48, 321",NA,NA,NA
2250,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée fortement apparentée au type Tarquinia : pommeau à antennes caractéristiques, très hautes et peu enroulées, petite épine centrale, fusée bombée avec trois bourrelets lisses, sans décors, l'échine est absente, la garde est campaniforme mais les épaulements convexes ne sont pas coudés. La lame diverge également du canon du type Tarquinia : elle est assez mince et élancée, légèrement pistilliforme, avec un bourrelet médian très marqué et dépourvue de filets décoratifs.",66.5,"Museo Poldi Pezzoli, Milano","2461","Bianco Peroni 1970 n°313 p. 115, Taf. 47, 313",NA,NA,NA
3178,NA,NA,NA,NA,"Provenance inconnue","Faux / copie",NA,NA,NA,"Inconnu",NA,NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,"Mus. Lenzen",NA,"Wüstemann 2004 n°502 p. 185, Taf. 80, 502",NA,NA,NA
3179,NA,NA,NA,NA,"Provenance inconnue","Faux / copie",NA,NA,NA,"Inconnu",NA,NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,"Mus. Lenzen",NA,"Wüstemann 2004 n°503 p. 185, Taf. 80, 503",NA,NA,NA
2263,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée du type Tarquinia, variante Ancona. Antennes peu enroulées, proches de l'épine sommitale. Fusée bombée/biconique avec deux groupes de quatre bourrelets fins, un bourrelet central avec motif arête de poisson et échine. Garde campaniforme classique, épaulements coudés, échancrure en U, deux petits rivets. Croix au sommet de l'échancrure ? Lame moyenne droite avec décor de filets.",65.7,"Antikensammlungen, München",NA,"Bianco Peroni 1970 n°325 p. 119, Taf. 49, 325",NA,NA,NA
1664,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen","Bronze moyen 3",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,"Mus. Nykøbing",NA,"Broholm 1943, 581 ; Holste 1953 50, n°104",NA,NA,NA
3330,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée à trois bourrelets","Épées à fusée à trois bourrelets","Indéterminé","Inconnu","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",0,"Coulé","Double échine.",78,"Mus. Kórnik",NA,"Zurowski 1949 p. 177, pl. 33, 1",NA,NA,NA
3314,NA,NA,NA,NA,"Provenance inconnue","Faux / copie",NA,NA,NA,"Inconnu",NA,NA,NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,NA,NA,"Born et Hansen 2001 n°AG 1008",NA,NA,NA
3034,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à nombreux bourrelets","Épées à fusée à trois bourrelets",NA,"Inconnu","Bronze final","Bronze final 2",NA,2,NA,"Rivets+Blocage",1,"Coulé",NA,53.6,"Mus. Sigmaringen","660","Müller-Karpe 1961 Taf. 17, 4 ; Quillfeldt 1995 n°130 p. 140, Taf. 43, 130",NA,NA,NA
1185,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épées à fusée octogonale","Épées à fusée octogonale",NA,"Funéraire","Bronze moyen","Bronze moyen 3",NA,1,NA,"Indéterminé",0,"Indéterminé",NA,NA,"NM København",NA,"Broholm 1943, 711 ; Holste 1953 50, n°109",NA,NA,NA
2242,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Indéterminé","Épée classique du type Tarquinia. Pommeau à larges antennes très légèrement enroulées, épine centrale, fusée biconique, trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets et lame légèrement pistilliforme décorée de 4 filets.",64,"Armeria Reale di Torino","A' 43","Bianco Peroni 1970 n°305 p. 113 , pl. 45, 305",NA,NA,NA
3312,NA,NA,NA,NA,"Provenance inconnue","Épée à poignée métallique","Épée à pommeau en coupelle","Épée à pommeau en coupelle",NA,"Inconnu","Bronze final","Bronze final 3","Bronze final 3a",4,"EPC3b","Rivets+Blocage",0,"Coulé",NA,61.7,NA,NA,"Born et Hansen 2001 n°AG 1015 fig. 142 p. 188, fig. 143 p. 189, Taf. 22 p. 126 ; Novotná 2014 n°E68 p. 224",NA,NA,NA
2696,NA,NA,NA,NA,"Provenance inconnue","Faux / copie",NA,NA,NA,"Inconnu",NA,NA,NA,2,NA,"Indéterminé",0,"Indéterminé",NA,NA,"Mus. Braila",NA,"Bader 1991 n°33 p. 57, Taf. 8, 33","Faux produit sous le IIIe Reich à des fins éducatives.",NA,NA
2247,"Italie","Umbria","Prov. Terni","Terni","Acciaieri","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Funéraire","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée classique du type Tarquinia. Pommeau à larges antennes très légèrement enroulées, à l'origine tenon transversal, épine centrale, fusée biconique, trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets placés très bas et lame pistilliforme courte décorée de 4 filets.",50.5,"Museo Pigorini, Rome","67631","Bianco Peroni 1970 n°310 p. 114, Taf. 46, 310",NA,12.669366,42.562058
2248,"Italie","Marche","Prov. Ascoli Piceno","Fermo",NA,"Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Funéraire","Premier Fer",NA,"Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée classique du type Tarquinia brisée en trois morceaux. Pommeau à larges antennes très légèrement enroulées, épine centrale, fusée bombée, trois bourrelets décorés d'arêtes de poisson, échine avec lignes obliques, garde campaniforme, épaulements coudés, échancrure en U, deux petits rivets et lame pistilliforme décorée de 4 filets.",60,"Museo Nazionale Ancona","19856","Bianco Peroni 1970 n°311 p. 114, Taf. 47, 311",NA,13.716113,43.160172
2251,"Italie","Marche","Prov. Ascoli Piceno","Folignano","Rocca di Morro","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Inconnu","Bronze final","Bronze final 3","Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée du type Tarquinia, assez originale. Pommeau à antennes peu enroulées, épine sommitale, mais allure générale assez trapue et pommeau désaxé par rapport au reste de la poignée. Fusée biconique avec trois bourrelets décorés de chevrons, disposition asymétrique : champ inférieur bien plus grand que le champ supérieur. Garde campaniforme dont les épaulements sont très fortement coudés. Échancrure en U très régulière. Trois rivets visibles sur le dessin : trois vrais ou rivet sommital factice ? Lame droite très courte avec deux filets et renflement médian.",47,"Museo Civico Ascoli Piceno","212","Bianco Peroni 1970 n°314 p. 114, Taf. 47, 314",NA,13.664867,42.930381
2252,"Italie","Lazio","Prov. Roma","Roma","Veio","Épée à poignée métallique","Antennes","Tarquinia","Tarquinia","Funéraire","Premier Fer",NA,"Bronze final 3b",2,NA,"Rivets",0,"Coulé","Épée du type Tarquinia, forme originale très proche de l'épée de Rocca di Morro. Pommeau à antennes inhabituel, spirales à une spire, antennes très éloignées et pommeau désaxé. Fusée biconique avec échine très mince et trois bourrelets lisses. Garde campaniforme très imposante, assez trapue avec profonde échancrure en U. Trois rivets : deux de part et d'autre de l'échancrure, disposés de manière asymétrique, et un troisième à la transition garde/fusée. Lame très courte, brisée plusieurs fois, de section aplatie avec bourrelet médian et deux filets en relief.",43.7,"Museo Villa Giulia, Roma","61916","Bianco Peroni 1970 n°315 p. 114-116, Taf. 47, 315 et 82-83A",NA,12.401426,42.023835
